id,prospettiva,categoria,domanda,risposta,citazioni
278,Azienda,Microclima,Come formiamo su: qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
279,Lavoratore,Microclima,Qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali.,fileciteturn2file0
280,Azienda,Microclima,Come formiamo su: qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
281,Lavoratore,Microclima,Qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali.,fileciteturn2file0
282,Azienda,Microclima,Come formiamo su: qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
283,Lavoratore,Microclima,Qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali.,fileciteturn2file0
284,Azienda,Microclima,Come formiamo su: qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
285,Lavoratore,Microclima,Qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali.,fileciteturn2file0
286,Azienda,Microclima,Come formiamo su: qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
287,Lavoratore,Microclima,Qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali.,fileciteturn2file0
288,Azienda,Microclima,Come formiamo su: qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
289,Lavoratore,Microclima,Qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali.,fileciteturn2file0
290,Azienda,Microclima,Come formiamo su: qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
291,Lavoratore,Microclima,Qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali.,fileciteturn2file0
292,Azienda,Microclima,Come formiamo su: qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
293,Lavoratore,Microclima,Qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali.,fileciteturn2file0
294,Azienda,Microclima,Come formiamo su: qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
295,Lavoratore,Microclima,Qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali.,fileciteturn2file0
296,Azienda,Microclima,Come formiamo su: qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
297,Lavoratore,Microclima,Qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali.,fileciteturn2file0
298,Azienda,Microclima,Come formiamo su: qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
299,Lavoratore,Microclima,Qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali.,fileciteturn2file0
300,Azienda,Microclima,Come formiamo su: qual è l’effetto della velocità dell’aria sul comfort?,Velocità troppo alta genera correnti fastidiose; mantenere entro limiti stagionali. Includi esempi pratici e verifica apprendimento.,fileciteturn2file0
301,Lavoratore,Rischio meccanico,Qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza.",fileciteturn2file0
302,Azienda,Rischio meccanico,Come formiamo su: qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
303,Lavoratore,Rischio meccanico,Qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza.",fileciteturn2file0
304,Azienda,Rischio meccanico,Come formiamo su: qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
305,Lavoratore,Rischio meccanico,Qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza.",fileciteturn2file0
306,Azienda,Rischio meccanico,Come formiamo su: qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
307,Lavoratore,Rischio meccanico,Qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza.",fileciteturn2file0
308,Azienda,Rischio meccanico,Come formiamo su: qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
309,Lavoratore,Rischio meccanico,Qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza.",fileciteturn2file0
310,Azienda,Rischio meccanico,Come formiamo su: qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
311,Lavoratore,Rischio meccanico,Qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza.",fileciteturn2file0
312,Azienda,Rischio meccanico,Come formiamo su: qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
313,Lavoratore,Rischio meccanico,Qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza.",fileciteturn2file0
314,Azienda,Rischio meccanico,Come formiamo su: qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
315,Lavoratore,Rischio meccanico,Qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza.",fileciteturn2file0
316,Azienda,Rischio meccanico,Come formiamo su: qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
317,Lavoratore,Rischio meccanico,Qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza.",fileciteturn2file0
318,Azienda,Rischio meccanico,Come formiamo su: qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
319,Lavoratore,Rischio meccanico,Qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza.",fileciteturn2file0
320,Azienda,Rischio meccanico,Come formiamo su: qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
321,Lavoratore,Rischio meccanico,Qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza.",fileciteturn2file0
322,Azienda,Rischio meccanico,Come formiamo su: qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
323,Lavoratore,Rischio meccanico,Qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza.",fileciteturn2file0
324,Azienda,Rischio meccanico,Come formiamo su: qual è la funzione dei ripari mobili?,"Isolare zone pericolose consentendo accesso controllato, con interblocchi di sicurezza. Includi esempi pratici e verifica apprendimento.",fileciteturn2file0
325,Lavoratore,Scenario – Rischio elettrico,Un lavoratore nota cavi con isolamento danneggiato. — Cosa deve fare?,Segnalare immediatamente; mettere in sicurezza l’area e richiedere intervento di personale qualificato. Non usare riparazioni provvisorie.,fileciteturn2file0
326,Azienda,Scenario – Rischio elettrico,Un lavoratore nota cavi con isolamento danneggiato. — Cosa deve fare?,Segnalare immediatamente; mettere in sicurezza l’area e richiedere intervento di personale qualificato. Non usare riparazioni provvisorie. Documentare azioni e responsabilità.,fileciteturn2file0
327,Lavoratore,Scenario – Aerazione/Temperatura/Umidità,La temperatura in reparto è troppo bassa e non modificabile. — Quali misure adottare?,Predisporre barriere/aree protette e fornire indumenti termici; rivedere impianti e procedure.,fileciteturn2file0
328,Azienda,Scenario – Aerazione/Temperatura/Umidità,La temperatura in reparto è troppo bassa e non modificabile. — Quali misure adottare?,Predisporre barriere/aree protette e fornire indumenti termici; rivedere impianti e procedure. Documentare azioni e responsabilità.,fileciteturn2file0
329,Lavoratore,Scenario – Rischi in azienda,Scaffali sovraccarichi e non ispezionati. — Qual è il rischio e come intervenire?,Cedimento strutturale e caduta materiali: scaricare e ripristinare conformità; programmare controlli periodici.,fileciteturn2file0
330,Azienda,Scenario – Rischi in azienda,Scaffali sovraccarichi e non ispezionati. — Qual è il rischio e come intervenire?,Cedimento strutturale e caduta materiali: scaricare e ripristinare conformità; programmare controlli periodici. Documentare azioni e responsabilità.,fileciteturn2file0
331,Lavoratore,Scenario – Scale: sicurezza,Uso improprio di una scala doppia per accedere a un tetto. — Qual è l’alternativa corretta?,Usare una scala di appoggio fissata o altra attrezzatura idonea; la scala doppia non è sistema di accesso.,fileciteturn2file0
332,Azienda,Scenario – Scale: sicurezza,Uso improprio di una scala doppia per accedere a un tetto. — Qual è l’alternativa corretta?,Usare una scala di appoggio fissata o altra attrezzatura idonea; la scala doppia non è sistema di accesso. Documentare azioni e responsabilità.,fileciteturn2file0
333,Lavoratore,Scenario – Rumore/Vibrazioni,Rumore >85 dB(A) in lavorazione continua. — Quali obblighi scattano?,"Informazione/formazione, misure tecniche, DPI udito obbligatori, e sorveglianza sanitaria secondo valutazione.",fileciteturn2file0
334,Azienda,Scenario – Rumore/Vibrazioni,Rumore >85 dB(A) in lavorazione continua. — Quali obblighi scattano?,"Informazione/formazione, misure tecniche, DPI udito obbligatori, e sorveglianza sanitaria secondo valutazione. Documentare azioni e responsabilità.",fileciteturn2file0
335,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
336,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
337,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
338,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
339,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
340,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
341,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
342,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
343,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
344,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
345,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
346,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
347,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
348,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
349,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
350,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
351,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
352,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
353,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
354,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
355,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
356,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
357,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
358,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
359,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
360,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
361,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
362,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
363,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
364,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
365,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
366,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
367,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
368,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
369,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
370,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
371,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
372,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
373,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
374,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
375,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
376,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
377,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
378,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
379,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
380,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
381,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
382,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
383,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
384,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
385,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
386,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
387,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
388,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
389,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
390,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
391,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
392,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
393,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
394,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
395,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
396,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
397,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
398,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
399,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
400,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
401,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
402,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
403,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
404,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
405,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
406,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
407,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
408,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
409,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
410,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
411,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
412,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
413,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
414,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
415,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
416,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
417,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
418,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
419,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
420,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
421,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
422,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
423,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
424,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
425,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
426,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
427,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
428,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
429,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
430,Lavoratore,Scale: sicurezza,Quante persone possono usare la scala alla volta?,Una sola persona per volta; vietato trasportare carichi eccessivi.,fileciteturn2file0
431,Lavoratore,Attrezzature di lavoro,Qual è lo scopo dei pulsanti di arresto di emergenza?,Consentire l’arresto rapido per evitare o limitare i danni in caso di pericolo.,fileciteturn2file0
432,Azienda,Servizi/Obblighi (art.64),Come manteniamo libere le vie di fuga?,"Controlli giornalieri, segnaletica, rimozione immediata degli ostacoli e responsabilità assegnate.",fileciteturn2file0
433,Azienda,Rischio elettrico,Che funzione ha il salvavita da 30 mA?,Interrompe correnti di dispersione molto basse proteggendo dai contatti indiretti.,fileciteturn2file0
434,Lavoratore,UNI EN 12464‑1 (Illuminamento),Quanti lux per una reception di hotel?,300 lx secondo la UNI EN 12464‑1.,fileciteturn2file0
